Text,Accident Cause
চট্টগ্রামের রাউজান উপজেলা পরিষদের নির্বাচনে গতকাল রোববার মনোনয়নপত্র দাখিলের শেষ দিনেও দল-সমর্থিত চেয়ারম্যান পদপ্রার্থী চূড়ান্ত করতে পারেনি বিএনপি। আওয়ামী লীগের প্রার্থী চূড়ান্ত হয়েছে অনেক আগেই। গতকাল চেয়ারম্যান পদে বিএনপি ও ছাত্রদলের তিন নেতা এবং আওয়ামী লীগের দুই নেতা মনোনয়নপত্র দাখিল করেছেন।,NON-ACCIDENTAL
অনলাইন বিশ্বকোষ ‘বাংলা উইকিপিডিয়া’ সমৃদ্ধ করতে সবাইকে কাজ করার আহ্বান জানানো হয়েছে। উইকিপিডিয়ার স্বেচ্ছাসেবক (উইকিপিডিয়ান) ও মুক্ত সফটওয়্যার আন্দোলনের কর্মীরা একুশে ফেব্রুয়ারি আন্তর্জাতিক মাতৃভাষা দিবস পালনকালে এ আহ্বান জানান।ঢাকার বাংলা একাডেমির বইমেলার মূল প্রবেশদ্বারের সামনে বাংলাদেশ ওপেন সোর্স নেটওয়ার্ক (বিডিওএসএন) এবং উইকিমিডিয়া বাংলাদেশের সমাবেশ অনুষ্ঠিত হয়। ,NON-ACCIDENTAL
গুগল বাজারে নিয়ে এল ভিন্নমাত্রার যন্ত্রাংশ ও সফটওয়্যারসহ নতুন স্মার্টফোন। এই ফোন দিয়ে একজন ব্যবহারকারী তাঁর চারদিকের ত্রিমাত্রিক (থ্রিডি) মানচিত্র তৈরি করতে পারবেন। এই থ্রিডি সেন্সর প্রতি সেকেন্ডে আড়াই লাখ বার ত্রিমাত্রিকভাবে দিক পরিবর্তন করতে পারবে। এখন পর্যন্ত জিপিএস চালু করতে হলে ঘরের বাইরে বের হতে হয়। কিন্তু এই সফটওয়্যারসহ স্মার্টফোন ব্যবহারকারী তাঁর নিজের ঘরের দেয়ালের দুই দিকই পর্যবেক্ষণ করতে পারবেন,NON-ACCIDENTAL
ঢাকায় সফররত যুক্তরাষ্ট্রের দক্ষিণ এশিয়াবিষয়ক ব্যুরোর উপসহকারী পররাষ্ট্রমন্ত্রী অতুল কেশপের সঙ্গে বৈঠক করেছে বিএনপির একটি প্রতিনিধিদল। গতকাল রোববার দুপুরে রাজধানীর একটি হোটেলে ওই বৈঠক হয়। বৈঠকে বিএনপির পক্ষ থেকে দলের চেয়ারপারসনের উপদেষ্টা ওসমান ফারুক ও ভাইস চেয়ারম্যান শমসের মবিন চৌধুরী উপস্থিত ছিলেন।,NON-ACCIDENTAL
"ঢাকার প্রযুক্তি বাজারে গত এক মাসে স্মার্টফোনের চাহিদা বেড়েছে। বিক্রেতারা জানান, ট্যাবলেট কম্পিউটারের দাম কিছুটা কমলেও কমেনি স্মার্টফোনের দাম। গতকাল রোববার বাজার থেকে পাওয়া স্মার্টফোন ও ট্যাবলেটের দাম নিচে দেওয়া হলো।স্মার্টফোনস্যামসাং: গ্যালাক্সি এস ফোর ৫৫,০০০; এস ফোর মিনি ৩৭,০০০; নোট থ্রি ৬২,৯১০; এস ডুয়োস ১৬,৯০০; স্টার প্রো ৮,৯০০; গ্যালাক্সি ট্রেন্ড ১০,৯০০; ইয়াং ১১,৯০০; কোর ১৯,৯০০; গ্র্যান্ড ২৭,৯০০ টাকা।",NON-ACCIDENTAL
গ্রাহকসেবায় অনন্য অবদান রাখায় হিউলেট-প্যাকার্ডের (এইচপি) ‘বর্ষসেরা সেবাদাতা’র স্বীকৃতি পেয়েছে বাংলাদেশের কম্পিউটার সোর্স লিমিটেড। গতকাল দুপুরে ঢাকায় কম্পিউটার সোর্সের প্রধান কার্যালয়ে প্রতিষ্ঠানের ব্যবস্থাপনা পরিচালক এ এইচ এম মাহফুজুল আরিফের হাতে ‘বেস্ট সার্ভিস ডেলিভারি পার্টনার ২০১৩’ স্মারক ও সনদপত্র তুলে দেন এইচপির গ্লোবাল সার্ভিস ডেলিভারি বিভাগের পরিচালন ব্যবস্থাপক তামজিদ আজাদ।,NON-ACCIDENTAL
চট্টগ্রাম বিশ্ববিদ্যালয় শিক্ষক সমিতির কার্যনির্বাহী পরিষদের নির্বাচনে আওয়ামী ও বামপন্থী শিক্ষকদের সংগঠন ‘হলুদ দল’ নিরঙ্কুশ জয় পেয়েছে। তারা সমিতির ১১টি পদেই জয়ী হয়।গতকাল রোববার ভোট গ্রহণ শেষে সন্ধ্যায় ফলাফল ঘোষণা করে নির্বাচন কমিশন।,NON-ACCIDENTAL
মিল্ক ম্যান মিনি হ্যান্ডবলের বালক বিভাগে সেন্ট গ্রেগরিজ হাইস্কুল ও বালিকা বিভাগে চ্যাম্পিয়ন সানিডেল। পল্টন হ্যান্ডবল স্টেডিয়ামে কাল বালক বিভাগের ফাইনালে সেন্ট গ্রেগরিজ ২৩-১৫ গোলে হারিয়েছে ঢাকা রেসিডেনসিয়াল স্কুলকে। সেরা খেলোয়াড় সেন্ট গ্রেগরিজের দিগন্ত। বালিকা বিভাগের ফাইনালে সানিডেল ৪-২ গোলে হারিয়েছে স্কলাস্টিকাকে।,NON-ACCIDENTAL
"সাউথইস্ট ব্যাংক জাতীয় টেবিল টেনিসের পুরুষ বিভাগে দলগত চ্যাম্পিয়ন রাজশাহী জেলা। রাজশাহী মহিলা ক্রীড়া কমপ্লেক্স জিমনেসিয়ামে কাল তারা হারিয়েছে বাংলাদেশ আনসারকে। রাজশাহীর মানস আনসারের তুহিনকে, মাহবুব জাভেদকে, পরাগ মুন্নাকে হারিয়েছেন। মহিলা এককের গ্রুপ চ্যাম্পিয়ন হয়েছেন কুমিল্লার আঁখি ও শারমিন, আনসারের সালেহা ও রুমি।",NON-ACCIDENTAL
নোয়াখালীর সেনবাগের বীজবাগ এন কে উচ্চবিদ্যালয়ের এসএসসি পরীক্ষাকেন্দ্রে নকলের অভিযোগে দুই পরীক্ষার্থীকে বহিষ্কার এবং নকলে সহায়তার অভিযোগে এক শিক্ষককে দায়িত্ব থেকে অব্যাহতি দেওয়া হয়েছে।গতকাল রোববার সাধারণ গণিতের পরীক্ষা চলাকালে এ ঘটনা ঘটে।,NON-ACCIDENTAL
চট্টগ্রামের পটিয়া উপজেলা পরিষদ নির্বাচনে আচরণবিধি লঙ্ঘন করে প্রচারকাজ চালানোর অভিযোগে এক চেয়ারম্যান ও এক ভাইস চেয়ারম্যান প্রার্থীকে পাঁচ হাজার টাকা করে জরিমানা করেছেন ভ্রাম্যমাণ আদালত।জরিমানা হওয়া দুই প্রার্থী হচ্ছেন আওয়ামী লীগের বিদ্রোহী চেয়ারম্যান প্রার্থী তিমির বরণ চৌধুরী ও বিএনপির বিদ্রোহী প্রার্থী ভাইস চেয়ারম্যান প্রার্থী জাহাঙ্গীর আলম।দুই প্রার্থীর বিরুদ্ধে আচরণবিধি লঙ্ঘনের অভিযোগ পেয়ে গতকাল রোববার বিকেলে ভ্রাম্যমাণ আদালত পরিচালনা করেন নির্বাচন আচরণবিধির তদারকির দায়িত্বপ্রাপ্ত চট্টগ্রামের নির্বাহী হাকিম গৌতম বাড়ৈই ।,NON-ACCIDENTAL
"পাঁচ বছরের লাবীব ও তিন মাস বয়সের অর্ণবের জন্য বাবা নতুন পোশাক কিনে রেখেছিলেন। ছুটি মিলছিল না বলে সেই পোশাক নিয়ে বাড়ি আসতে পারছিলেন না।বাবা পুলিশ কনস্টেবল মো. আতিকুল ইসলামের কর্মস্থল গাজীপুর পুলিশ লাইন। গতকাল রোববার সকালে গাজীপুরের কাশিমপুর কারাগার থেকে দণ্ডপ্রাপ্ত তিন আসামিকে প্রিজন ভ্যানে করে নিয়ে সহকর্মীদের সঙ্গে ময়মনসিংহ আদালতে আসছিলেন আতিকুল। আতিকুলের বাড়ি ঢাকা-ময়মনসিংহ মহাসড়কের পাশে ময়মনসিংহ সদর উপজেলার পণ ঘাগড়া গ্রামে। শনিবার রাত সাড়ে নয়টায় আতিকুল মুঠোফোনে স্ত্রী সাবিনা ইয়াসমিনকে জানান, রোববার সকালে তিনি ময়মনসিংহে আসবেন। ",NON-ACCIDENTAL
অবশেষে চট্টগ্রামের সীতাকুণ্ডের সন্দ্বীপ চ্যানেলে কুমিরা-সন্দ্বীপ ফেরিঘাটে যাত্রী পারাপারে সি-ট্রাক সার্ভিস চালু করা হয়েছে।গতকাল রোববার দুপুর ১২টার দিকে চট্টগ্রাম জেলা পরিষদের চেয়ারম্যান এম এ ছালাম সার্ভিসটির উদ্বোধন করেন।,NON-ACCIDENTAL
"একসময় সংশয় ছিল এবারের এশিয়া কাপ ক্রিকেটটা বাংলাদেশে হবে কি না। সংশয়ের আওতায় সামান্য দুঃসময় হয়তো বা গেছে কিন্তু বাস্তবতা হচ্ছে সময়মতোই বিশ্বের একমাত্র মহাদেশীয় ক্রিকেট টুর্নামেন্টটা আমাদের আঙিনাতেই আবারও অনুষ্ঠিত হচ্ছে। এটা বাংলাদেশ ক্রিকেট বোর্ডের জন্য যেমন, তেমনই বাংলাদেশের ক্রিকেটপ্রেমী জনসাধারণের জন্য আনন্দ সংবাদ। ",NON-ACCIDENTAL
"আবার এসেছে এশিয়া কাপ। আবারও একটা স্বপ্নের শুরু। এমন নয় যে গত এশিয়া কাপেও শুরু থেকেই চ্যাম্পিয়ন হওয়ার স্বপ্ন দেখেছিলাম আমরা। তবে এশিয়া কাপটা সেবার যেভাবে শেষ করেছিলাম, এবারের টুর্নামেন্ট নিয়ে স্বপ্ন দেখাই যায়।আমাদের জন্য স্বপ্নের মতো একটা এশিয়া কাপই গেছে গতবার। ",NON-ACCIDENTAL
"ভারত, আফগানিস্তান, পাকিস্তান ও শ্রীলঙ্কা। এশিয়া কাপের চার প্রতিপক্ষের বিপক্ষে কেমন খেলবে বাংলাদেশ? শ্রীলঙ্কা সিরিজ বাজেভাবে হারার পর পাঁচ জাতির টুর্নামেন্টে কতটা আত্মবিশ্বাসী থাকবে মুশফিকুর রহিমের দল? গত এশিয়া কাপের অপূর্ণতা কি পূরণ করা সম্ভব? এশিয়া কাপের চার প্রতিপক্ষের শক্তিমত্তা বিশ্লেষণ করে নিজের কলামে সেসবই বলেছেন মাশরাফি বিন মুর্তজাভারতকে তিন শয়ের আগেই... প্রথম ম্যাচটা আমাদের ভারতের বিপক্ষে। শক্তিশালী প্রতিপক্ষ সন্দেহ নেই। তারপরও আমি বলব, অবশ্যই এশিয়া কাপটা ভালোভাবে শুরুর সুযোগ আছে আমাদের।",NON-ACCIDENTAL
অবশেষে ৫৩ দিন পর আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল-১-এর চেয়ারম্যান পদে সুপ্রিম কোর্টের বিচারপতি এম ইনায়েতুর রহিমকে নিয়োগ দেওয়া হয়েছে। গতকাল রোববার সরকার এ নিয়োগ দিয়ে প্রজ্ঞাপন জারি করেছে। চেয়ারম্যান না থাকায় এই ৫৩ দিন ট্রাইব্যুনাল-১-এ বিচারিক কার্যক্রম চলেনি।,NON-ACCIDENTAL
বিতর্কিত হিন্দি চলচ্চিত্র গুন্ডেতে বাংলাদেশের মুক্তিযুদ্ধকে অবমাননা করার পাশাপাশি ইতিহাস বিকৃতির বিরুদ্ধে ভারত সরকারের কাছে আনুষ্ঠানিকভাবে তীব্র ক্ষোভ ও প্রতিবাদ জানিয়েছে বাংলাদেশ। পররাষ্ট্র মন্ত্রণালয়ের বহিঃপ্রচার অনুবিভাগের মহাপরিচালক শামীম আহসান গতকাল রোববার এ কথা জানান।,NON-ACCIDENTAL
"কোনো দল ‘ল্যাপ অব অনার’ তো দেয় শিরোপা জয়ের পর। কিন্তু এরা যে ফাইনালে উঠেই সারা মাঠ প্রদক্ষিণ করছে লাল-সবুজ উড়িয়ে! অবাক করা ঘটনা! চোখগুলো ডুবে আছে বিস্ময়ের ঘোরে, কিন্তু সবার মন পাখা ঝাপটে বলছে ঠিকই আছে। এটাই হওয়ার কথা। এই দলটি দৌড়টা শুরু করেছিল এক স্বপ্নমাখা পথে। এক টানে সেই দৌড়ের শেষ গন্তব্যে পৌঁছানোটাও সাফল্যের ইতিহাস। সেই ইতিহাসের উদ্যাপনই তো হওয়া উচিত।",NON-ACCIDENTAL
"প্রেসবক্সে বসে এশিয়া কাপ তো আর কম দেখলাম না। তার পরও কেন যেন এশিয়া কাপ এলে প্রেসবক্সের কোনো স্মৃতি নয়, সবার আগে মনে পড়ে ২৬ বছর আগের বঙ্গবন্ধু স্টেডিয়ামের গ্যালারি। সেই গ্যালারিতে আমি ছিলাম নির্ভেজাল দর্শকের ভূমিকায়।বঙ্গবন্ধুর নাম তখনো স্টেডিয়ামের সঙ্গে জড়ায়নি।",NON-ACCIDENTAL
"অনেক স্মৃতি জড়ানো এ ছবির সঙ্গে। শচীন টেন্ডুলকারের, ঢাকার দর্শকদের এবং এশিয়া কাপেরও। দুই বছর আগে মার্চে এশিয়া কাপ খেলতে এসেছিলেন ৯৯টি আন্তর্জাতিক সেঞ্চুরি নিয়ে। ‘সোনার হরিণ’ শততম সেঞ্চুরি নিয়ে অনেক দিনই আলোড়ন ক্রিকেট-বিশ্বে। ইতিহাস গড়ার জন্য যে বাংলাদেশকেই বেছে নেবেন, তখন কে জানত! মিরপুরের দর্শকদের সেই ইতিহাসের প্রত্যক্ষদর্শী হওয়ার গৌরব ষোলোকলায় পূর্ণতা পেল বাংলাদেশ ম্যাচ জেতায়। ",NON-ACCIDENTAL
"১৯৮৬ এশিয়া কাপ চ্যাম্পিয়ন শ্রীলঙ্কার স্বপ্নযাত্রার রথ ছুটছিল পরের আসরেও। গ্রুপ পর্বের তিন ম্যাচের সব কটি জিতে ১৯৮৮ এশিয়া কাপের ফাইনালে উঠেছিল লঙ্কানরা। কিন্তু ব্যাটিং-ব্যর্থতায় ফাইনালে পারল না প্রতিদ্বন্দ্বিতা গড়তেও। তাতে কপিল-অমরনাথ-মানিন্দর-আয়ুবদের বোলিংয়ের না যত অবদান, তার চেয়ে বেশি ভূমিকা লঙ্কানদের আত্মঘাতী রানিং বিটুইন দ্য উইকেটের।",NON-ACCIDENTAL
সুনামগঞ্জের জগন্নাথপুর উপজেলায় গতকাল রোববার ষাঁড়ের লড়াইয়ের আয়োজন করা হয়। এতে ‘ক্রসফায়ার’ নামের ষাঁড়কে পরাজিত করে ‘সংগ্রাম’ নামের একটি ষাঁড় চ্যাম্পিয়ন হয়। এ জন্য এর মালিককে আড়াই হাজার পাউন্ড পুরস্কার দেওয়া হয়।উপজেলার পাটলী উচ্চবিদ্যালয় মাঠে ষাঁড়ের লড়াইয়ের আয়োজন করা হয়।,NON-ACCIDENTAL
একসময় নাকি প্রতিটি আফগান পরিবারে থাকত একে-৪৭। এখন তার বদলে ওদের হাতে হাতে ক্রিকেট ব্যাট। প্রায় ত্রিশ বছরেরও বেশি সময় দেশটির সাধারণ মানুষ রাতে ঘুমাতে যেত পরের দিন বেঁচে থাকার প্রার্থনা করে। শঙ্কা পুরোপুরি কাটেনি এখনো। তবে বেঁচে থাকার প্রার্থনার সঙ্গে এখন কায়মনোবাক্যে ওদের চাওয়া—ঘুম থেকে উঠে আফগানিস্তান ক্রিকেট দলের নতুন সাফল্যের খবর শোনা।,NON-ACCIDENTAL
"এসএসসি পরীক্ষায় অসদুপায় অবলম্বনের দায়ে সুনামগঞ্জের ধরমপাশা উপজেলার মধ্যনগর বিপি হাইস্কুল অ্যান্ড কলেজ পরীক্ষা কেন্দ্র থেকে গতকাল রোববার চারজন পরীক্ষার্থীকে বহিষ্কার করা হয়েছে। তারা হলো হান্নান মিয়া, সুব্রত হাজং, ইউ জি এফ বানাই ও নূর মোহাম্মদ। এই চারজনই মহিষখলা উচ্চবিদ্যালয়ের শিক্ষার্থী। ",NON-ACCIDENTAL
"ছিলেন সৎ ও যোগ্য প্রার্থী। এলাকার লোকে তাঁর নির্বাচনী খরচ জুগিয়েছেন। সে ২০০৯ সালের কথা। সেবার তিনি বিপুল ভোট বিজয়ী হন। সেই প্রার্থীই এবার উপজেলা পরিষদ নির্বাচনে ধরাশায়ী হলেন। মাত্র ১৬৪ ভোট পাওয়ায় জামানতটাই বাজেয়াপ্ত করা হয়েছে তাঁর।তাঁর নাম নুরুন্নবী দুলাল। ভোটারদের অভিযোগ, গতবার চেয়ারম্যান হওয়ার পর দুলাল দুর্নীতি ও অনিয়মে জড়িয়ে পড়েন। তাই রংপুরের তারাগঞ্জের ভোটাররা এবার তাঁর থেকে মুখ ফিরিয়ে নিয়েছেন।",NON-ACCIDENTAL
রমনা বটমূলে বোমা হামলার ঘটনায় করা হত্যা মামলায় গতকাল সোমবার রাষ্ট্রপক্ষের যুক্তিতর্ক উপস্থাপন শুরু হয়েছে। গতকাল সোমবার আংশিক যুক্তিতর্ক উপস্থাপন করা হয়েছে। আগামী বুধবার মামলার পরবর্তী তারিখ ধার্য করেছেন ঢাকার দ্বিতীয় অতিরিক্ত মহানগর দায়রা জজ রুহুল আমিন।,NON-ACCIDENTAL
পক্ষপাতমূলক তদন্ত করার অভিযোগ এনে পিলখানা হত্যা মামলার তদন্তকারী কর্মকর্তা ও সিআইডির বিশেষ সুপার আবদুল কাহার আকন্দের বিরুদ্ধে বিভাগীয় ব্যবস্থা নেওয়ার আদেশ দিয়েছেন আদালত।তৃতীয় মহানগর দায়রা জজ আখতারুজ্জামান বহুল আলোচিত এই মামলার রায়ে এ আদেশ দেন। ,NON-ACCIDENTAL
ভাঙচুর-অগ্নিসংযোগ এবং বিস্ফোরক দ্রব্য আইনে করা মামলায় বিএনপির ভারপ্রাপ্ত মহাসচিব মির্জা ফখরুল ইসলাম আলমগীরসহ ১৮-দলীয় জোটের ৬৩ জন নেতা-কর্মীর বিরুদ্ধে অভিযোগপত্র দিয়েছে পুলিশ। গতকাল সোমবার ঢাকার মুখ্য মহানগর হাকিম আদালতে পুলিশ পৃথক ধারায় তাঁদের বিরুদ্ধে দুটি অভিযোগপত্র দাখিল করে।,NON-ACCIDENTAL
"চট্টগ্রামে কুকুর লেলিয়ে দিয়ে মেধাবী ছাত্র হিমাদ্রী মজুমদার হত্যা মামলায় পাঁচ আসামির বিরুদ্ধে অভিযোগ গঠন করেছেন আদালত।আসামিরা হলেন ব্যবসায়ী শাহ সেলিম টিপু, তাঁর ছেলে জুনায়েদ রিয়াদ, শাহাদাত হোসাইন, জাহিদুল ইসলাম শাওন ও মাহাবুব আলী খান ড্যানি",NON-ACCIDENTAL
কক্সবাজারের উখিয়া উপজেলার সোনাইছড়ি গ্রাম থেকে রোস্তম আলী ও মো. কায়সারকে মানবপাচারের মামলায় গ্রেপ্তার করা হয়েছে।গত রোববার রাতে র‌্যাব তাঁদের আটক করে। একই অভিযানে আটক মালয়েশিয়াগামী দুই যাত্রী মামুনুর রশীদ ও ইকবাল হোসেন ছাড়া পেয়েছেন।,NON-ACCIDENTAL
"নারায়ণগঞ্জের কাঁচপুর থেকে দুই শিশু জাহিদুল ইসলাম (১৩) ও সাকিন আলমকে (৯) অপহরণের পরে হত্যার অভিযোগে গতকাল সোমবার তিনজনকে গ্রেপ্তার করা হয়েছে বলে জানিয়েছে র‌্যাব।গ্রেপ্তার হওয়া ব্যক্তিরা হলেন পারভেজ হোসেন (২১), শাহ আলী (২২) ও তাঁর ভাই জাহাঙ্গীর হোসেন (৩০)।",NON-ACCIDENTAL
কক্সবাজার-টেকনাফ সড়কের মরিচ্যা চেকপোস্ট এলাকা থেকে গতকাল সোমবার ভোরে র‌্যাব সদস্যরা অভিযান চালিয়ে সাত হাজার পিস ইয়াবাসহ টেকনাফের আলোচিত ইয়াবা সম্রাট নুরুল হুদাকে গ্রেপ্তার করেছেন।নুরুল হুদা উপজেলার হ্নীলা ইউনিয়নের লেদা গ্রামের মৃত আবুল হাশেমের ছেলে। ,NON-ACCIDENTAL
জমি বরাদ্দের নামে বিভিন্ন ব্যক্তির কাছ থেকে জালিয়াতি করে ৪২ লাখ টাকা আত্মসাতের অভিযোগে করা মামলায় মোস্তফা কামাল নামের এক ব্যক্তিকে গ্রেপ্তার করেছে দুর্নীতি দমন কমিশন (দুদক)। গতকাল সোমবার দুপুরে রাজধানীর মতিঝিল থেকে তাঁকে গ্রেপ্তার করেন ওই মামলার তদন্ত কর্মকর্তা ও দুদকের উপসহকারী পরিচালক রাফী মো. নাজমুল সাদাত।,NON-ACCIDENTAL
এক জামায়াত নেতাসহ বিএনপি-জামায়াত-শিবিরের ১৩ জনকে গ্রেপ্তার করেছে সীতাকুণ্ড থানার পুলিশ। গত রোববার রাতে সীতাকুণ্ডের বিভিন্ন স্থানে অভিযান চালিয়ে তাঁদের গ্রেপ্তার করা হয়।গ্রেপ্তার ব্যক্তিরা জামায়াত নেতার নাম দেলোয়ার হোসেন (২৬) বারৈয়ারঢালা ইউনিয়ন জামায়াতের অর্থ সম্পাদক। ,NON-ACCIDENTAL
মানিকগঞ্জের সাটুরিয়া উপজেলায় বিএনপির ২৩ জন নেতা-কর্মী ও সমর্থকসহ অজ্ঞাতনামা আরও অনেকের বিরুদ্ধে মামলা করা হয়েছে। প্রধানমন্ত্রী শেখ হাসিনাকে কটাক্ষ করে বক্তব্য ও মানবতাবিরোধী অপরাধীদের রক্ষায় সাংগঠনিক পদক্ষেপ নেওয়ার অভিযোগে গত সোমবার সাটুরিয়া থানার উপপরিদর্শক (এসআই) আবদুস সালাম মামলাটি করেন।,NON-ACCIDENTAL
চার মাস হয়ে গেলেও রাজধানীর কমলাপুর রেলস্টেশনের টিকিট ঘরে কর্মচারী ইসরাফিল হোসেন হত্যা মামলার কোনো দৃশ্যমান অগ্রগতি নেই। এ ঘটনায় তিনজনকে গ্রেপ্তার করা হলেও হত্যাকারীর পরিচয় এবং এর কারণ সম্পর্কে নিশ্চিত হওয়া যায়নি।নিহত ইসরাফিল হোসেনের পরিবার আবেদন করে মামলাটি রেল পুলিশ থেকে পুলিশের অপরাধ তদন্ত বিভাগে (সিআইডি) হস্তান্তর করায়। কিন্তু তারাও তদন্তে বিশেষ অগ্রগতি করতে পারেনি।,NON-ACCIDENTAL
রাঙামাটির রাজস্থলীতে আওয়ামী লীগ নেতা হত্যার ঘটনায় অংচিং নু মারমা (২২) নামের এক ব্যক্তিকে আটক করা হয়েছে। নিহত মংক্য মারমার স্ত্রী ডচিং মারমার দায়ের করা মামলায় অংচিং নু সন্দেহভাজন আসামি বলে পুলিশ নিশ্চিত করেছে।,NON-ACCIDENTAL
"অপহরণের দায়ে চট্টগ্রামে তিন ব্যক্তিকে যাবজ্জীবন কারাদণ্ড দিয়েছেন আদালত। একই সঙ্গে তাঁদের ৫০ হাজার টাকা জরিমানা করা হয়েছে।গতকাল বুধবার নারী ও শিশু নির্যাতন দমন ট্রাইব্যুনাল-২-এর বিচারক মো. জাকির হোসেন এ রায় দেন। সাজাপ্রাপ্ত আসামিরা হলেন রণজিত শীল, সুজিত দাশ ওরফে সুজিত দেওয়ানজি ও আবদুর রহমান।",NON-ACCIDENTAL
"রংপুরে এক প্রকৌশলীকে অপহরণ মামলার চার আসামিকে গ্রেপ্তার করেছে পুলিশ। গতকাল বুধবার নগরের বিভিন্ন স্থানে অভিযান চালিয়ে তাদের গ্রেপ্তার করা হয়।মামলার তদন্ত কর্মকর্তা কোতোয়ালি থানার এসআই হারিছ শিকদার জানান, ৩০ জানুয়ারি রংপুর নগরের আবাসিক রাজ হোটেল থেকে প্রকৌশলী হুমায়ুন কবির খানকে অপহরণ করে নগরের বাবুখাঁ এলাকার আজাদ ছাত্রাবাসে নিয়ে হাত-পা বেঁধে রাখে কয়েকজন অপহরণকারী। এরপর পাঁচ লাখ টাকা মুক্তিপণ দাবি করে তাঁর স্ত্রী তাহমিনার মুঠোফোনে ফোন করে অপহরণকারীরা।",NON-ACCIDENTAL
লালমনিরহাটের পাটগ্রাম উপজেলার বুড়িমারী ও জোংড়া ইউনিয়নে বিভিন্ন গ্রামে গত মঙ্গলবার রাতে অভিযান চালিয়ে বিএনপি ও জামায়াতের দুই নেতাকে গ্রেপ্তার করেছে পুলিশ। গ্রেপ্তারকৃত ব্যক্তিরা হলেন বুড়িমারী ইউনিয়নের উফারমারা গ্রামে ৯ নম্বর ওয়ার্ড বিএনপির সাধারণ সম্পাদক শাজাহান ও জোংড়া ইউনিয়নের ৩ নম্বর ওয়ার্ড জামায়াতের আমির ফজলে রহমান।,NON-ACCIDENTAL
"বগুড়ায় গতকাল সোমবার পিস্তল ও পাঁচটি গুলিসহ দুই যুবককে গ্রেপ্তার করেছে পুলিশ। শহরের বনানী পুলিশ ফাঁড়ির সহকারী উপপরিদর্শক (এএসআই) তাজুল ইসলাম জানান, গোপন সংবাদের ভিত্তিতে দুপুর দেড়টার দিকে শহরের চকলোকমান তালতলা এলাকায় মৃত মকবুল হোসেনের বাড়িতে অভিযান চালানো হয়। এ সময় ওই বাড়ি থেকে মকবুল হোসেনের ছেলে তুহিন মিয়া (২৮) ও একই এলাকার মৃত নিজাম উদ্দিন শেখের ছেলে কামরান শেখকে (৩০) আটক করা হয়।",NON-ACCIDENTAL
রাজধানীর মগবাজারে আওয়ামী স্বেচ্ছাসেবক লীগের নেতা মাহবুবুর রহমান ওরফে রানা হত্যার সঙ্গে জড়িত থাকার অভিযোগে অস্ত্রসহ দুই ব্যক্তিকে গ্রেপ্তার করেছে গোয়েন্দা পুলিশ।গ্রেপ্তার হওয়া ব্যক্তিরা হলেন কামরুল ইসলাম ও সাদ্দাম। গতকাল রোববার রাতে মাদারীপুর জেলার শিবচর এলাকা থেকে তাঁদের গ্রেপ্তার করা হয় বলে জানিয়েছেন ঢাকা মহানগর গোয়েন্দা পুলিশের (দক্ষিণ) উপকমিশনার কৃষ্ণপদ রায়।,NON-ACCIDENTAL
"ঢাকার সাভার পৌর যুবলীগের যুগ্ম আহ্বায়ক আমিনুল ইসলামকে (৩০) পুলিশ গতকাল রোববার গ্রেপ্তার করেছে। পরে তাঁর দেওয়া তথ্যের ভিত্তিতে দুটি গুলিসহ একটি বিদেশি পিস্তল উদ্ধার করে পুলিশ।সাভার মডেল থানা সূত্রে জানা গেছে, দুপুরে সাভারের গেন্ডা এলাকা থেকে পুলিশ আমিনুলকে গ্রেপ্তার করে।",NON-ACCIDENTAL
চট্টগ্রামের লোহাগাড়ার চুনতিতে গত শুক্রবার সাংসদ আবু রেজা নদভীকে লাঞ্ছিত করার ঘটনায় গতকাল সোমবার ভোররাত পর্যন্ত জামায়াত-শিবির ৫৯ জন নেতা-কর্মীকে গ্রেপ্তার করেছে পুলিশ।,NON-ACCIDENTAL
পোশাক কারখানার কর্মপরিবেশ উন্নত করতে বিভিন্ন পদক্ষেপ নেওয়া হয়েছে। শ্রমিকদের মজুরি বৃদ্ধি পেয়েছে। বিদেশি ক্রেতা-ব্র্যান্ডগুলোও আগামী পাঁচ বছর বাংলাদেশে ব্যবসা করার অঙ্গীকার করেছে। তার পরও ক্রেতারা পোশাক ক্রয়ে বাড়তি দাম দিতে নারাজ। আবার কিছু ক্রেতা শেয়ারড বিল্ডিংয়ে বা অন্য প্রতিষ্ঠানের সঙ্গে একই ভবনে থাকা কারখানায় কাজ দিচ্ছে না।রাজধানীর সোনারগাঁও হোটেলে আয়োজিত দুই দিনব্যাপী ভবন ও অগ্নি নিরাপত্তাবিষয়ক আন্তর্জাতিক বাণিজ্য প্রদর্শনীর উদ্বোধনী অনুষ্ঠানে গতকাল রোববার এভাবেই বিদেশি ক্রেতা ও ব্র্যান্ডসমূহের প্রতি অভিযোগ করলেন বক্তারা। ,NON-ACCIDENTAL
" মৌলভীবাজারের কমলগঞ্জ উপজেলার আদমপুর ইউনিয়নের ভানুবিল গ্রামে গত রোববার রাতে রুমা (৩) নামের এক শিশুকে কুপিয়ে হত্যা করেছে দুর্বৃত্তরা। 
",INTENTIONAL
